id,comentario,clasificacion_ISO_25010
61,las claves dinamicas casi llegan 3 horas despues como es posible que un app la cual sirve para pagos inmediatos no te permita pagar porque no llega la clave dinamica,autenticidad
62,Desde que actualizaron se volvió una porquería no deja realizar operaciones muchas dificultadas y demora para iniciar sesion.,autenticidad
63,no me deja plienar según que código y nunca llega,autenticidad
64,"Lo malo de la aplicación es que se cuelga y varias veces no me llega la clave dinámica, por lo que he tenido que instalar varias veces la aplicación. Lo bueno es que no cobra mantenimiento, eso es rescatable, mejor Yape o BCP, hasta hoy no tengo peoblemas con la aplicación y tampoco cobra mantenimiento.",autenticidad
65,"No eh podido ingresar mi clave, tampoco eh podido cambiar la clave, nos han asustado pensando que nos han robado por que cuando nos envían el correo nos sale que no tenemos saldo, tuve que desinstalar e instalar la aplicación... ni quiero que me digan ""comunícate con tal número de atención al cliente"" por que es como me digan ""acá te dejamos un número ve lo que puedas hacer"".",autenticidad
66,"Después de lo del hakeo masivo que sufrió, esta app dejó de ser eficiente, es lenta. No envía clave token,no te permite ver información de movimientos más allá de 1 mes, hoy domingo se le dio por no permitir ingreso. Nefasto no poder contar con tu dinero en cualquier momento...",autenticidad
67,No me llega la clave dinamica,autenticidad
68,nunca llega la clave dinamica,autenticidad
69,"pésimo APP está última hace la operación y no te sale código automático y todas las operaciones te rechazan, antes era rápida y hacías varias operaciones",autenticidad
70,pésima aplicación no me llegan los códigos de seguridad nunca. definitivamente yape es mejor que esta cosa. anteriormente estaba buena la app pero ahora está nefasta. le daré de baja,autenticidad
71,esta app fuera perfecta salgo que está teniendo muchas fallas para enpesar cuando uno pide la clave dinámica llega retrasada al tiempo q uno la pido o aveses ni llega y expira no llega en tiempo real la misma app también se lajea al entrar ya tiene tiempos esa falla espero que porfavor solucionen esos problemas por qué ya tienen tiempo,autenticidad
72,llega el código de verificación después que se agota el tiempo de uso no se puede usar,autenticidad
73,"Inservible quiero hacer una transferencia de mi plin a yape y nunca llega la clave dinámica estuve esperando media hora y nada, luego cuando intento plinear a otro contacto la misma historia no me llega nada ninguna clave dinámica",autenticidad
74,"siguen fallas en plin, en transferencias, con claves dinámicas no llegan",autenticidad
75,"muy mala aplicación,nunca llega la clave dinámica para poder hacer los pago una decepción total -1000 de aura",autenticidad
76,"fue una de mis app preferidas, pero desde la última actualización luego de 30 minutos llega el codigo de autorización, espero y corrijan rápido este error.",autenticidad
77,"no sé si solo me pasa a mí, la clave dinámica SMS para transferencias demoran en llegar 10 a 15 minutos cuando la app ya caducó y tienes que volver a ingresar nuevamente prácticamente no se puede hacer transferencias es muy estresante, estoy pensando cambiarme de Banco muy seriamente.",autenticidad
78,"¿Cuando van a arreglar la clave dinámica? cuando por fin llega después que se demora la vida, sale un mensaje que la clave dinámica es incorrecta o expiró, sigue pasando el tiempo y no hay cuando lo solucionen.",autenticidad
79,"La clave dinámica no llega, y si es que llega tarda demasiado. Complica mucho hacer operaciones por plin, por más pequeñas que sean. Definitivamente es un problema que deben solucionar. Antes la aplicación era super rápida.",autenticidad
80,"El App ya no es de ayuda. En banca por internet te obligan a usar la app para las transferencias inmediatas, pero al hacerlo el msg con el código de confirmación nunca llega y genera una pérdida de tiempo (mañana, tarde o noche) ... Ya lo reporte a mi sectorista y aun no lo solucionan. PÉSIMO",autenticidad
81,"se demora demasiado en recibir la clave dinámica, hasta media hora tiempo el cual ya expira la sesión y no puedo realizar transferencia, solucionen",autenticidad
82,"terrible, está versión está muy estropeada, no puedo transferir dinero por qué la clave dinámica nunca llega estoy nada de cambiar de banco zzzz",autenticidad
83,problemas con su clave dinámica demora mucho en aparecer y cuando llega ya caducó,autenticidad
84,"Van de mal en peor, no genera clave dinámica al momento de plinear tiene un aplicativo nefasto, no sirve !! simple y sencillo por eso les andan hackeado.",autenticidad
85,"Con la ultima actualizacion tiene errores como cuando colocas tu dni a pesar que lo escribes bien te sale error, luego lo vuelves a colocar y ya lo reconoce. No deja tomar capturas dd pantalla a las transacciones realizadas, no muestra todos los movimientos como antes. Corrijan esos detalles x favor",autenticidad
86,Para actualizar la clave es un problema,autenticidad
87,"Ingrese al aplicativo para poder pedir un adelanto de sueldo pero me piden pagar algo que aún no he pedido busque ayuda por el aplicativo y me mandó a Whatsapp y me piden mi código de 4 dígitos, pésimo.",autenticidad
88,"Está horrible el sistema, no permite enviar dinero, no me genera el codigo de confirmación, terrible con esto.",autenticidad
89,"Mailisima, No llega la clave dinámica a tiempo",autenticidad
90,"Terrible experiencia, no me manda la clave dinámica en más 10 minutos y cuando llega ya expiró el código, llevo más de 5 días así, no puedo usar mi dinero por plin, pésima aplicación",autenticidad
91,"Señores actualicen la aplicación, desde hace ya varios días está con el problema de que para hacer primero alguna transferencia pide: Activa hoy tus notificaciones y pide tomar foto y muchas otras cosas imnecesarias... No deja hacer nada en el APP. Arreglen su error, por favor !",autenticidad
92,"Ya me queje hace más de 1 mes y nada que dan solución está pésimo , la clave dinámica demora en llegar de 15 a 30 minutos y no se puede realizar ningún pago .",autenticidad
93,pésimo el Plim no sirve por mas que actualice la app y volví a instalar. me llegan a los 15 minutos la clave automática 🙄,autenticidad
94,"pésima aplicación en todo los sentidos se van de actualizaciones y nunca mejoran nada, el problema siempre es con esa bendita CLAVE DINÁMICA a la hora de hacer un yape, plinno transferencia, se demora una eternidad o simplemente nunca aparece por Dios en una emergencia no sacan de apuros. no sirve para nada. Quiten esa clave dinámica y mejoren sino quiten su aplicación basura",autenticidad
95,"pésima app nunca me llega la clave dinámica, tengo que ir al cajero obligatoriamente",autenticidad
96,está horrible desde la nueva actualización nunca me llegan los códigos para hacer los pagos y si me llegan son códigos anteriores y no sirve está hasta el pincho,autenticidad
97,"Antes de las actualizaciones del App todo marchaba con normalidad, pero luego me pidió que actualizará el aplicativo, por lo que una vez realizado, ya no me permite ingresar al sistema, estamos para trabajando para el inconveniente, favor de solucionar este problema de carácter urgente.. Gracias",autenticidad
98,terrible por las que quiero hacer transferencia no me viene la clave dinámica ni quiere funcionar la aplicación,autenticidad
99,"una mrd esta aplicacion , siempre hay fallo y ya nose puede ni echar recarga , xq se domar cantidad para que den el codigo para ser el tramite",autenticidad
100,"Falla como cada vez que se da una actualizacion. Me bloquea el ingreso y me obligara a ir a una agencia, canal telefonico nulo en estos dias. Solucion, hay que insistir para que el registro lo haga un funcionario porque sino no sera posible aceder por web si lo intenta desde su App al reiniciar segun se indica por plataforma. No lo calificaria ni con 1 estrella.",autenticidad
101,El aplicativo se cierra cada vez que quiero hacer transacciones y la clave dinámica se completa,autenticidad
102,"Otra vez se desconfigura todo. Ni acceder se puede. Cuándo van a solucionar el problema de los accesos? Actualización. Después de 6 meses, sigue siendo un fiasco. No puedo ingresar aún. Sale error al ingresar y que están solucionando el problema.",autenticidad
103,en los celulares Xiaomi no sé si sea solo mi caso aveces nunca llega la clave para hacer operaciones y así para siempre espero lo resuelvan gracias,autenticidad
104,"Arreglen la validación biometrica, ya desinstale, volvi a instalar y nada. No es la primera vez que debo ir al banco para esto.",autenticidad
105,"Está app deja mucho que desear ,no me sirve para plinear,ni hacer transferencias , pide clave dinámica que demora siglos en llegar y no puedo hacer más que ir a un agente y realizar mis pagos 😡",autenticidad
106,LA CLAVE DINÁMICA NUNCA LLEGA ARREGLEN SU APP!!!!!!!!! sería excelente si la app funcionará sin la necesidad de datos o onsumir mis gigas y las actualizaciones llegan SIN previo aviso causando malestar y actualizar la app mientras se quiere pagar HAGAN BIEN SU TRABAJO!!!!!!,autenticidad
107,No están generando las claves dinámicas para los plineos!!!!!!,autenticidad
108,porque se bloquea mi APP Interbank,autenticidad
109,es una porquería de App. la clave dinámica nunca llega. no puedo hacer ninguna operación. si duda el Yape es mucho mejor y más amigable. no tiene tanta estupidez de calve dinámica que sirve para nada.,autenticidad
110,"El peor App de banco, enserio arreglen la estupidez que realizaron al App, la versión anterior era mejor, como es posible que un App te pida una fotografía para que puedas activar el token digital y sin embargo te rechazan con la fotografía, si por mi fuera les daría 0 puntos en Play Store, lamentablemente me tendré que mudar a otro banco.",autenticidad
111,"siempre tengo el problema que se demora en cargar la clave dinámica, es un fastidio",autenticidad
112,"Su aplicación demora en reconocer el rostro para poder activar las operación como transferencias, el mensaje que sale en l aparte inferior debería estar arriba, como voy a saber si esta bien mi rostro si el mensaje está muy abajo de la percepción de los ojos, llevo más de 1 hora intentando y no se puede, deberían al menos colocar un marca de agua para saber donde poner el rostro.....",autenticidad
113,Es una app que no ayuda en nada actualizan pero cada vez está peor no llega ningún código de confirmación y el plin no funciona.,autenticidad
114,"A cada rato tego que entrar para poner otra vez y otra vez mis datos. Ya me tiene harto, y es muy molesto por que la mayoría utiliza para hacer pagos mediante transferencias, y no es seguro andar a todo lado con tarjeta para estar poniendoa cada rato, es muy molesto que se borre todo los datos a cada rato.",autenticidad
115,hola soporte de Interbank a app está horrible no puedo iniciar seción en la app me sale reconexión no hay red algo así porfavor si lo pueden solucionar es tedioso estar en los cajeros retirando dinero pero aún por las delincuencia que hay,autenticidad
116,demora demasiado su clave dinámica y a cada rato pide actualización,autenticidad
117,"la clave dinámica nunca llega para realizar un pago, pésimo servicio con esta app",autenticidad
118,"requiere mejoras URGENTE, la app no carga, no carga el código para realizar el pago, deben descargar otra billetera virtual porque está app los deja colgados en el momento más importante para realizar pagos.",autenticidad
119,"Pésima actualización. La clave dinámica ya no es a través de SMS, y llega 30 a 40 minutos después, cuando ya no es útil. Definitivamente, estoy haciendo todas mis operaciones con el BCP. Lo peor, el banco no reevalúa esta pésima aplicación.",autenticidad
120,"hace tres semanas no puedo pagar con Plin o yape, nunca llega el código de validación, ya actualice volví a instalar. tres semanas sin poder usar el app",autenticidad
121,la clave dinamica demora demasiado en llegar tampoco me deja hacer transferencias entre mis cuentas.,autenticidad
122,"Una aplicación donde para poder plinear te tiene que llegar un código por mensajería, siempre está fallando porque ese código no llega y no se puede realizar la transferencia, que absurda aplicación.",autenticidad
123,"No se puede hacer recargas del Metropolitano, el codigo para la operación no aparece o demora demasiado. No se puede hacer PLIN",autenticidad
124,"El app era genial hasta hace poco, nose porque ahora cuando necesito hacer una transferencia de urgente y es muy tarde (por encima de las 11pm) el app Simplemente emite código de error en el último paso de realizar la transferencia. Aparte de ello y lo más perjudicial es que ya no permite ingresar con la huella digital... Deberían arreglar estos puntos.",autenticidad
125,la clave dinámica.del.plin se demora en llegar o se cuelga,autenticidad
126,"Lunes 7 de julio no puedo realizar transferencias soles ni dólares, ni por app ni por la web y teniendo sms de confirmación, horrible app, tendré que retirar mi dinero en sus oficinas y luego cerrar mi cuenta, horrible.",autenticidad
127,Hace dos meses que no puedo plinear porque se demora en llegar el código de verificación!!,autenticidad
128,es un dolor de cabeza cuando haces transferencia No llega tu clave de transferencia demora mucho esta App se cuenta no llega la clave no pasa Nada,autenticidad
129,"Cuando deseo hacer una transferencia interbancaria, al esperar la clave dinámica, se demora más de 30 minutos en llegar y peor cuando se bloquea mi pantalla, después de desbloquear años segundos, la clave dinámica no llega y peor tengo que volver a hacer la operación y de igual manera se demora. Ya llame por teléfono. Ya fui al cajero a vincular mi número de nuevo a mi cuenta Ya desinstale e instale de nuevo mi App y lo mismo sigue Ya mandaron seporte y el resultado que manda soporte técnico",autenticidad
130,"Esta actualización no sirve pésimo la gente de sistemas, no puedo hacer ninguna operación la clave dinámica nunca llega se pone lento un asco esta actualización.",autenticidad
131,"Actualización: una cajera muy amable (la única) me ayudó a desafiliar y volver a afiliar. No entiendo por qué tenía que hacer eso pero ahora sí funciona! No puedo usar efectivamente la app. Ya afilié la clave dinámica por SMS y no me llega la clave al celular. Cuando me comunico por teléfono me hacen esperar 10 minutos, por WhatsApp no solucionan nada, me piden hacer tonterías como desintalar y volver a instalar. Llevo dos días teniendo la esperanza de que realmente funcione la app...",autenticidad
132,pésima experiencia...te bloquean sin Razón alguno perjudicando operaciones importantes...y lo peor que te dicen que llames a ciertos números donde si bien de desbloquean la tarjeta no te desbloquean en la aplicación que es lo que uno utiliza diariamente. por último la app te pide esperar 24 horas para volver a intentar! .... Que estamos locos señores!!! locos!. no lo recomiendo personalmente.,autenticidad
133,"Plin es nefasto, nunca llega el codigo",autenticidad
134,"A los desarrolladores, la clave digital me llega después de dos horas, ya reinstale la aplicación como 5 veces , borre el caché y la memoria pero aún así nada, llame al banco y me indicaron que era problema del proveedor del sistema y que lo solucionarían en 24 horas y nada , no puedo hacer ninguna transacción transferencia ni ver mi clave de tarjeta, ya que la clave digital no llega al instante como suele pasar con Yape o BBVA, que sus claves llegan en segundos,si toman importancia en el caso.",autenticidad
135,La clave dinámica llega horas después. No puedo hacer mis operaciones ni pagar mis tarjetas porque no puedo hacerme transferencias vía aplicativo.,autenticidad
136,"Pesima aplicación la versión anterior era mejor , esta versión no lo puedo abrir y sale aplicación con error ....de verdad al programador que se ponga las pilas y corrija los errores porque solo puedo acceder por lo web... Aun sigue fallando la aplicación, ahora con la clave dinámica solo me llego una vez, quiero hacer otra transacción ya no llega, sugiero que tenga la opción que llegue por msm ,como otros bancos ya que automáticamente nunca me llega la clave🤨Lo peor que falla cada(15 y 30) mes",autenticidad
137,Es ua porquería sus actualizaciones en vez de ayudar al usuario es lo contrario te dan tood un discurso para llamar poder hablar co nu. Asesor la recuperación de clave es tood u. Dilema ante u. Correo un mensaje y ahora no te permite nada por q se cierra la app cuando pides una foto te bloquean la app y uno tiene q perder el tiempo en ir a pagar a agentes por q su seguridad es horrible 😡,autenticidad
138,"Cada vez esta peor esta app de m, me pide autentificar miles de veces y no me deja transferir ni pagar, como ha desmejorado, ojalá pudiera calificar en negativo. Enero: que terrible como ha desmejorado esta app, todos los días me pide que la instale y desinstale, aparte de lo lenta que se pone para el Plin, no entiendo como hasta ahora no solucionan estos problemas.",autenticidad
139,"te falla en el peor momento posible, gracias por bloquearme el acceso durante un pago clave que tenía que hacer y hacerme esperar un día entero...",autenticidad
140,"dese la última actualización, la app no sirve para nada. para hacer una simple transferencia de Plin o yape te es imposible porque no te brindan la clave dinámica rápido me tomé una hora para poder hacerlo",autenticidad
141,"terrible aplicativo de interbank no deja hacer transacciones, ni plinear, ni recargas nada de nada solo por que la clave dinamica llega siempre tarde minutos o incluso horas despues, hasta antes de la actualizacion estaba todo bien despues de actualizar empezo a tener estas fallas y ahora hace 2 dias no deja hacer nada por culpa de la clave dinamica arreglen este fallo por dios o vere la necesidad de usar yape",autenticidad
142,Terrible experiencia con esta aplicación no me da la clave dinámica.,autenticidad
143,"anda fatal, el código para hacer las operaciones nunca llega, cada vez peor.",autenticidad
144,"Cada que deseo hacer pagos con plin nunca llega la clave para poder confirmar el pago, pésimo.",autenticidad
145,"Desde la última actualización no se puede hacer casi nada en la app, las claves dinámicas demoran en llegar aunque quieras plinear 1 bendito sol tienes que esperar que esa clave dinámica llegue pero nunca llega y si llega es después de 15 min cuando ya ni vale la clave.",autenticidad
146,"Que esta pasando con esta app? , se demora bastante en llegar la clave dinámica.",autenticidad
147,"Luego de la última actualización, al querer realizar una transferencia o hacer un pago de servicio no me llega la clave dinámica por ende no puedo hacer nada, soporte de Interbank ¡Ayuda!",autenticidad
148,"Siempre pasa que no me deja iniciar sesión que tienen inconvenientes, no comprendo porque con el dinero que tienen no le dan solución",autenticidad
149,"Basura de app, tengo una emergencia para transferir mi dinero y no me sale la maldita clave dinamica, malisima app con bugs",autenticidad
150,"pésimo, no permite planear, a cada rato hay que validar tomando foto creo mejor cancelo esta cuenta y solo me quedo con BCP nada que ver comparado con yape.",autenticidad
151,No pasa nada con la aplicación no permite hacer transferencia ni plineos ya que la clave dinámica nunca llega está última versión está hasta el perno,autenticidad
152,"Estoy satisfecho en algunas opciones, por ejemplo me avisan si he echo una transacción a una cuenta y eso; lo malo es que me han estado descontando el dinero de mi saldo habitual y se llegó a ""salvar"" (porque no sé si sea así) lo que tendría en mi alcancía virtual. He tratado de reinstalar la app pero ahora no me llega la clave dinámica, no funciona el echo de ir al cajero y cambiar la clave de seguridad (como lo dice la operadora cuando me quejé del problema) porque el cajero no me reconoce.",autenticidad
153,"estoy intentando hacer un pago y la clave dinámica nunca llega ... y si llega ... después de varios intentos, sale que ya no es la clave dinámica, como sistema de un banco grande como ustedes, están de manera poco profesional.",autenticidad
154,"Para que actualizan algo si va a ser peor que version anterior, ya no puedo ni ingresar al actualizar se borraron todos los datos y cuando quiero ingresar me pide que cambie la contraseña, lo intento hacer pero nunca llega la clave dinámica... la verdad que en vez de mejorar algo lo empeoran. Cambien de programadores actualicen sus servidores..... menos 50 estrellas lo peor es que por su culpa me han retenido una remesa.",autenticidad
155,"Tengo problemas con interbank, me retuvieron mi tarjeta en el cajero sin motivo, la bloquee y cambie, y hace 2 dias me pidio reinstalar la app desde googleplay, me pidio escaneo de foto según ellos para seguridad, y hoy la app no funciona, y en el call center 17 minutos esperando para que puedan contestar, si ya esta instalada y no funciona.",autenticidad
156,"Lo que en algún momento fue una app rápida y efectiva, hoy se ha convertido en exactamente todo lo opuesto. La demora tanto en la carga de la interfaz de inicio como en la búsqueda de contactos y en la llegada del código de confirmación es excesiva. Ya solo me queda optar por pasar todo mi saldo al Yape que ahora es una app más rápida y fácil de usar que esta. Por favor, mejoren pronto los problemas que muchos usuarios venimos reportando o se terminarán quedando con pocos o ningún usuario.",autenticidad
157,"Hay demasiados problemas con la Clave Dinámica, con muchos usuarios y sus sistema es el peor de todos los bancos.",autenticidad
158,No llega la clave dinámica. una demora. No sirve,autenticidad
159,"terrible!!! nunca llega clave dinamica, voy a tener que cerrar mis cuentas e irme a otro banco, ys no sirve!!!",autenticidad
160,VOY A TENER QUE CERRAR MI CUENTA SI ES QUE CONTINUA CON ESTE PROBLEMA NO LLEGA LA CLAVE DINAMICA PARA REALIZAR EL PLIN PESIMO ... 😏🫤,autenticidad
161,"Todo el tiempo tiene problemas en ingresar , en los momentos que uno más necesita no puedo usarlo , me sale un mensaje LO SENTIMOS estamos trabajando para solucionar el problema. Además que su clave dinámica no ingresa se cuelga necesito actualizar hasta tres veces ... totalmente una porquería 😡 😑 😒",autenticidad
